doc_id,assay_id,activity_id,assay_type,assay_confidence_score,assay_bao_format,compound_chembl_id,canonical_smiles,standard_type,standard_value,standard_units,standard_relation,pchembl_value,activity_comment,target_chembl_id,target_type,target_organism,target_pref_name,target_tax_id,protein_accession_class,year,pubmed_id,assay_chembl_id,count_activity_rows,doc_id_all,assay_id_all,activity_id_all,assay_description
52609,655024,3441465,B,9,BAO_0000357,CHEMBL514348,CCC[C@H](N)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1,Inhibition,,%,,,Active,CHEMBL1250372,SINGLE PROTEIN,Plasmodium falciparum 3D7,Probable cathepsin C,36329,,2008.0,18246061.0,CHEMBL1244068,1,52609,655024,3441465,Inhibition of Plasmodium falciparum 3D7 cathepsin C by fluorescence spectrophotometry
52609,655026,3441468,B,9,BAO_0000357,CHEMBL1242565,C[C@H](N)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1,Inhibition,,%,,,Active,CHEMBL1250373,SINGLE PROTEIN,Plasmodium falciparum 3D7,Falcipain-3,36329,,2008.0,18246061.0,CHEMBL1244070,1,52609,655026,3441468,Inhibition of Plasmodium falciparum 3D7 falcipain-3 by fluorescence spectrophotometry
52609,655026,3441479,B,9,BAO_0000357,CHEMBL1242747,O=C(N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1)C1CCCN1,Inhibition,,%,,,Not Active,CHEMBL1250373,SINGLE PROTEIN,Plasmodium falciparum 3D7,Falcipain-3,36329,,2008.0,18246061.0,CHEMBL1244070,1,52609,655026,3441479,Inhibition of Plasmodium falciparum 3D7 falcipain-3 by fluorescence spectrophotometry
52609,655026,3441471,B,9,BAO_0000357,CHEMBL514348,CCC[C@H](N)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1,Inhibition,,%,,,Active,CHEMBL1250373,SINGLE PROTEIN,Plasmodium falciparum 3D7,Falcipain-3,36329,,2008.0,18246061.0,CHEMBL1244070,1,52609,655026,3441471,Inhibition of Plasmodium falciparum 3D7 falcipain-3 by fluorescence spectrophotometry
54002,686383,3598282,B,9,BAO_0000219,CHEMBL1289720,COc1ccc2ccc([C@H](C)C(=O)N[C@@H](CCCCCC(=O)NO)C(=O)Nc3cccc4cccnc34)cc2c1,Inhibition,,%,,,Active,CHEMBL1293190,SINGLE PROTEIN,Plasmodium falciparum 3D7,Histone deacetylase,36329,,2010.0,20951583.0,CHEMBL1293139,1,54002,686383,3598282,Inhibition of trophozoite stage of Plasmodium falciparum 3D7 HDAC1 in infected-human erythrocytes assessed as histone H4 hyperacetylation at 20 to 100 nM after 3.5 hrs by Western blot analysis
54002,686383,3598283,B,9,BAO_0000219,CHEMBL1289943,COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(=O)NO)C(=O)Nc3cccc4cccnc34)c2c1,Inhibition,,%,,,Active,CHEMBL1293190,SINGLE PROTEIN,Plasmodium falciparum 3D7,Histone deacetylase,36329,,2010.0,20951583.0,CHEMBL1293139,1,54002,686383,3598283,Inhibition of trophozoite stage of Plasmodium falciparum 3D7 HDAC1 in infected-human erythrocytes assessed as histone H4 hyperacetylation at 20 to 100 nM after 3.5 hrs by Western blot analysis
54002,686383,3598284,B,9,BAO_0000219,CHEMBL1290263,CN(C)c1ccc(C(=O)N[C@@H](CCCCCC(=O)NO)C(=O)Nc2ccccc2Cc2ccccc2)cc1,Inhibition,,%,,,Active,CHEMBL1293190,SINGLE PROTEIN,Plasmodium falciparum 3D7,Histone deacetylase,36329,,2010.0,20951583.0,CHEMBL1293139,1,54002,686383,3598284,Inhibition of trophozoite stage of Plasmodium falciparum 3D7 HDAC1 in infected-human erythrocytes assessed as histone H4 hyperacetylation at 20 to 100 nM after 3.5 hrs by Western blot analysis
54002,686384,3597913,B,9,BAO_0000219,CHEMBL220692,O=C(/C=C/c1ccccc1)N[C@@H](CCCCCC(=O)NO)C(=O)Nc1cccc2cccnc12,IC50,87.0,nM,=,7.06,,CHEMBL1293190,SINGLE PROTEIN,Plasmodium falciparum 3D7,Histone deacetylase,36329,,2010.0,20951583.0,CHEMBL1293140,1,54002,686384,3597913,Inhibition of Plasmodium falciparum 3D7 HDAC1 in infected-human erythrocytes assessed as histone H4 hyperacetylation after 1.5 hrs by SDS-PAGE analysis
54002,686384,3598286,B,9,BAO_0000219,CHEMBL220692,O=C(/C=C/c1ccccc1)N[C@@H](CCCCCC(=O)NO)C(=O)Nc1cccc2cccnc12,Inhibition,,%,,,Dose-dependent effect,CHEMBL1293190,SINGLE PROTEIN,Plasmodium falciparum 3D7,Histone deacetylase,36329,,2010.0,20951583.0,CHEMBL1293140,1,54002,686384,3598286,Inhibition of Plasmodium falciparum 3D7 HDAC1 in infected-human erythrocytes assessed as histone H4 hyperacetylation after 1.5 hrs by SDS-PAGE analysis
54002,686384,3597912,B,9,BAO_0000219,CHEMBL221655,O=C(CCCCC[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)Nc1cccc2cccnc12)NO,IC50,78.0,nM,=,7.11,,CHEMBL1293190,SINGLE PROTEIN,Plasmodium falciparum 3D7,Histone deacetylase,36329,,2010.0,20951583.0,CHEMBL1293140,1,54002,686384,3597912,Inhibition of Plasmodium falciparum 3D7 HDAC1 in infected-human erythrocytes assessed as histone H4 hyperacetylation after 1.5 hrs by SDS-PAGE analysis
54002,686384,3598285,B,9,BAO_0000219,CHEMBL221655,O=C(CCCCC[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)Nc1cccc2cccnc12)NO,Inhibition,,%,,,Dose-dependent effect,CHEMBL1293190,SINGLE PROTEIN,Plasmodium falciparum 3D7,Histone deacetylase,36329,,2010.0,20951583.0,CHEMBL1293140,1,54002,686384,3598285,Inhibition of Plasmodium falciparum 3D7 HDAC1 in infected-human erythrocytes assessed as histone H4 hyperacetylation after 1.5 hrs by SDS-PAGE analysis
109831,1796418,18772044,B,9,BAO_0000219,CHEMBL4063658,CN(C)c1ccc(C(=O)N(CC(=O)NC2CCCCC2)Cc2ccc(C(=O)NO)cc2)cc1,FC,2.0,,=,,,CHEMBL1293190,SINGLE PROTEIN,Plasmodium falciparum 3D7,Histone deacetylase,36329,,2018.0,30245402.0,CHEMBL4268535,1,109831,1796418,18772044,Inhibition of HDAC in synchronized trophozoite stage Plasmodium falciparum 3D7 infected in human erythrocytes assessed as increase in acetylated H4 level at 5 times IC50 after 3 hrs by Western blot analysis relative to control
109831,1796418,18772253,B,9,BAO_0000219,CHEMBL4162282,Cc1ccc(NC(=O)CN(Cc2ccc(C(=O)NO)cc2)C(=O)c2ccc(N(C)C)cc2)cc1,FC,2.0,,=,,,CHEMBL1293190,SINGLE PROTEIN,Plasmodium falciparum 3D7,Histone deacetylase,36329,,2018.0,30245402.0,CHEMBL4268535,1,109831,1796418,18772253,Inhibition of HDAC in synchronized trophozoite stage Plasmodium falciparum 3D7 infected in human erythrocytes assessed as increase in acetylated H4 level at 5 times IC50 after 3 hrs by Western blot analysis relative to control
109831,1796418,18772252,B,9,BAO_0000219,CHEMBL4173361,Cc1cc(C)cc(C(=O)N(CC(=O)NC2CCCCC2)Cc2ccc(C(=O)NO)cc2)c1,FC,1.0,,=,,,CHEMBL1293190,SINGLE PROTEIN,Plasmodium falciparum 3D7,Histone deacetylase,36329,,2018.0,30245402.0,CHEMBL4268535,1,109831,1796418,18772252,Inhibition of HDAC in synchronized trophozoite stage Plasmodium falciparum 3D7 infected in human erythrocytes assessed as increase in acetylated H4 level at 5 times IC50 after 3 hrs by Western blot analysis relative to control
109831,1796418,18772254,B,9,BAO_0000219,CHEMBL4276668,Cc1ccc(NC(=O)CN(Cc2ccc(C(=O)NO)cc2)C(=O)c2cc(C)cc(C)c2)cc1,FC,1.0,,=,,,CHEMBL1293190,SINGLE PROTEIN,Plasmodium falciparum 3D7,Histone deacetylase,36329,,2018.0,30245402.0,CHEMBL4268535,1,109831,1796418,18772254,Inhibition of HDAC in synchronized trophozoite stage Plasmodium falciparum 3D7 infected in human erythrocytes assessed as increase in acetylated H4 level at 5 times IC50 after 3 hrs by Western blot analysis relative to control
109831,1796418,18772258,B,9,BAO_0000219,CHEMBL4278449,CCCCNC(=O)CN(Cc1ccc(C(=O)NO)cc1)C(=O)c1ccc(N(C)C)cc1,FC,1.0,,=,,,CHEMBL1293190,SINGLE PROTEIN,Plasmodium falciparum 3D7,Histone deacetylase,36329,,2018.0,30245402.0,CHEMBL4268535,1,109831,1796418,18772258,Inhibition of HDAC in synchronized trophozoite stage Plasmodium falciparum 3D7 infected in human erythrocytes assessed as increase in acetylated H4 level at 5 times IC50 after 3 hrs by Western blot analysis relative to control
109831,1796418,18772045,B,9,BAO_0000219,CHEMBL4280840,O=C(CN(Cc1ccc(C(=O)NO)cc1)C(=O)c1cccc2ccccc12)NC1CCCCC1,FC,1.0,,=,,,CHEMBL1293190,SINGLE PROTEIN,Plasmodium falciparum 3D7,Histone deacetylase,36329,,2018.0,30245402.0,CHEMBL4268535,1,109831,1796418,18772045,Inhibition of HDAC in synchronized trophozoite stage Plasmodium falciparum 3D7 infected in human erythrocytes assessed as increase in acetylated H4 level at 5 times IC50 after 3 hrs by Western blot analysis relative to control
109831,1796418,18772256,B,9,BAO_0000219,CHEMBL4281918,Cc1ccc(C(=O)N(CC(=O)NC2CCCCC2)Cc2ccc(C(=O)NO)cc2)cc1,FC,1.0,,=,,,CHEMBL1293190,SINGLE PROTEIN,Plasmodium falciparum 3D7,Histone deacetylase,36329,,2018.0,30245402.0,CHEMBL4268535,1,109831,1796418,18772256,Inhibition of HDAC in synchronized trophozoite stage Plasmodium falciparum 3D7 infected in human erythrocytes assessed as increase in acetylated H4 level at 5 times IC50 after 3 hrs by Western blot analysis relative to control
109831,1796418,18772255,B,9,BAO_0000219,CHEMBL4283545,Cc1ccc(C(=O)N(CC(=O)NC2CCCCC2)Cc2ccc(C(=O)NO)cc2)cc1C,FC,1.0,,=,,,CHEMBL1293190,SINGLE PROTEIN,Plasmodium falciparum 3D7,Histone deacetylase,36329,,2018.0,30245402.0,CHEMBL4268535,1,109831,1796418,18772255,Inhibition of HDAC in synchronized trophozoite stage Plasmodium falciparum 3D7 infected in human erythrocytes assessed as increase in acetylated H4 level at 5 times IC50 after 3 hrs by Western blot analysis relative to control
109831,1796418,18772046,B,9,BAO_0000219,CHEMBL4288073,CN(C)c1ccc(C(=O)N(CC(=O)NC(C)(C)C)Cc2ccc(C(=O)NO)cc2)cc1,FC,2.0,,=,,,CHEMBL1293190,SINGLE PROTEIN,Plasmodium falciparum 3D7,Histone deacetylase,36329,,2018.0,30245402.0,CHEMBL4268535,1,109831,1796418,18772046,Inhibition of HDAC in synchronized trophozoite stage Plasmodium falciparum 3D7 infected in human erythrocytes assessed as increase in acetylated H4 level at 5 times IC50 after 3 hrs by Western blot analysis relative to control
109831,1796418,18772047,B,9,BAO_0000219,CHEMBL4289151,Cc1ccc(C(=O)N(CC(=O)NC(C)(C)C)Cc2ccc(C(=O)NO)cc2)cc1C,FC,1.0,,=,,,CHEMBL1293190,SINGLE PROTEIN,Plasmodium falciparum 3D7,Histone deacetylase,36329,,2018.0,30245402.0,CHEMBL4268535,1,109831,1796418,18772047,Inhibition of HDAC in synchronized trophozoite stage Plasmodium falciparum 3D7 infected in human erythrocytes assessed as increase in acetylated H4 level at 5 times IC50 after 3 hrs by Western blot analysis relative to control
109831,1796418,18772257,B,9,BAO_0000219,CHEMBL4292530,CC(C)c1ccc(C(=O)N(CC(=O)NC2CCCCC2)Cc2ccc(C(=O)NO)cc2)cc1,FC,1.0,,=,,,CHEMBL1293190,SINGLE PROTEIN,Plasmodium falciparum 3D7,Histone deacetylase,36329,,2018.0,30245402.0,CHEMBL4268535,1,109831,1796418,18772257,Inhibition of HDAC in synchronized trophozoite stage Plasmodium falciparum 3D7 infected in human erythrocytes assessed as increase in acetylated H4 level at 5 times IC50 after 3 hrs by Western blot analysis relative to control
54356,692926,5095726,B,9,BAO_0000219,CHEMBL468935,Nc1cccc(-c2csc(NC(=O)CCCCCCC(=O)NO)n2)c1,Inhibition,,%,,,Dose-dependent effect,CHEMBL1293190,SINGLE PROTEIN,Plasmodium falciparum 3D7,Histone deacetylase,36329,,2008.0,18644969.0,CHEMBL1637566,1,54356,692926,5095726,Inhibition of Plasmodium falciparum 3D7 histone deacetylase infected in human erythrocytes assessed as alteration of histone H3 acetylation after 3.5 hrs by SDS-PAGE
54002,686383,3598297,B,9,BAO_0000219,CHEMBL567597,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@]32OO4,Inhibition,,%,,,Not Active,CHEMBL1293190,SINGLE PROTEIN,Plasmodium falciparum 3D7,Histone deacetylase,36329,,2010.0,20951583.0,CHEMBL1637564,2,54002;54356,686383;692924,3598297;5095723,Inhibition of trophozoite stage of Plasmodium falciparum 3D7 HDAC1 in infected-human erythrocytes assessed as histone H4 hyperacetylation at 20 to 100 nM after 3.5 hrs by Western blot analysis
109831,1796418,18772048,B,9,BAO_0000219,CHEMBL98,O=C(CCCCCCC(=O)Nc1ccccc1)NO,FC,2.5,,=,,,CHEMBL1293190,SINGLE PROTEIN,Plasmodium falciparum 3D7,Histone deacetylase,36329,,2018.0,30245402.0,CHEMBL4268537,3,109831;109831;109831,1796418;1796419;1796420,18772048;18772259;18772260,Inhibition of HDAC in synchronized trophozoite stage Plasmodium falciparum 3D7 infected in human erythrocytes assessed as increase in acetylated H4 level at 5 times IC50 after 3 hrs by Western blot analysis relative to control
54356,692926,5095725,B,9,BAO_0000219,CHEMBL98,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,100.0,nM,=,7.0,,CHEMBL1293190,SINGLE PROTEIN,Plasmodium falciparum 3D7,Histone deacetylase,36329,,2008.0,18644969.0,CHEMBL1637566,1,54356,692926,5095725,Inhibition of Plasmodium falciparum 3D7 histone deacetylase infected in human erythrocytes assessed as alteration of histone H3 acetylation after 3.5 hrs by SDS-PAGE
54356,692923,5095724,B,9,BAO_0000219,CHEMBL99,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,Inhibition,,%,,,Active,CHEMBL1293190,SINGLE PROTEIN,Plasmodium falciparum 3D7,Histone deacetylase,36329,,2008.0,18644969.0,CHEMBL1637563,1,54356,692923,5095724,Inhibition of Plasmodium falciparum 3D7 histone deacetylase infected in human erythrocytes assessed as alteration of histone H3 acetylation at 100 nM after 3.5 hrs by SDS-PAGE
51887,688560,4779529,B,9,BAO_0000357,CHEMBL1173475,O.O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,IC50,385.08,nM,=,6.41,Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1614006,1,51887,688560,4779529,"PUBCHEM_BIOASSAY: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 2170 (Confirmation screen (PFM18AAP inhibitors).), 1855 (Summary AID.)]"
51887,688560,4779611,B,9,BAO_0000357,CHEMBL1256958,CNC[C@H](O)c1ccc(O)c(O)c1.O=C(O)C(O)C(O)C(=O)O,IC50,3015.0,nM,=,5.52,Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1614006,1,51887,688560,4779611,"PUBCHEM_BIOASSAY: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 2170 (Confirmation screen (PFM18AAP inhibitors).), 1855 (Summary AID.)]"
51887,688560,4779516,B,9,BAO_0000357,CHEMBL1299313,CCOC(=O)Cc1csc(NC(=O)NC2(C(F)(F)F)Oc3ccccc3O2)n1,IC50,3024.0,nM,=,5.52,Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1614006,1,51887,688560,4779516,"PUBCHEM_BIOASSAY: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 2170 (Confirmation screen (PFM18AAP inhibitors).), 1855 (Summary AID.)]"
51887,688560,4779527,B,9,BAO_0000357,CHEMBL1300187,O=C(O)C(=O)O.OC(Cn1cnnc1)c1ccccc1,IC50,602.9,nM,=,6.22,Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1614006,1,51887,688560,4779527,"PUBCHEM_BIOASSAY: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 2170 (Confirmation screen (PFM18AAP inhibitors).), 1855 (Summary AID.)]"
51887,688463,3695537,B,9,BAO_0000357,CHEMBL1300250,Cc1cc(C(=O)COC(=O)c2cccnc2O)c(C)n1-c1ccccc1,IC50,73456.0,nM,>,,Not Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1613863,1,51887,688463,3695537,"PUBCHEM_BIOASSAY: Counterscreen for inhibitors of M1 and M17 aminopeptidases: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 1619 (Screening assay (M17LAP inhibitors).), 1445 (Screening assay (M1AAP inhibitors).)]"
51887,688463,3695542,B,9,BAO_0000357,CHEMBL1300873,O=C(Nn1c(Cc2cccs2)nc2ccccc2c1=O)c1cccs1,IC50,73456.0,nM,>,,Not Active,CHEMBL1293263,SINGLE PROTEIN,Plasmodium falciparum 3D7,M18 aspartyl aminopeptidase,36329,,,,CHEMBL1613863,1,51887,688463,3695542,"PUBCHEM_BIOASSAY: Counterscreen for inhibitors of M1 and M17 aminopeptidases: QFRET-based biochemical high throughput dose response assay for inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase (PFM18AAP). (Class of assay: confirmatory) [Related PubChem assays: 1619 (Screening assay (M17LAP inhibitors).), 1445 (Screening assay (M1AAP inhibitors).)]"
